return_id,order_id,product_id,return_date,return_quantity,return_reason,return_status
RET0000373,ORD0007255,P00025,2025-05-17,1,Late Delivery,Approved
RET0000374,ORD0025855,P01861,2025-04-07,1,Damaged,Approved
RET0000375,ORD0065731,P01396,2026-05-16,1,Quality Issue,Processed
RET0000376,ORD0102355,P00340,2024-02-26,2,Damaged,Approved
RET0000377,ORD0016109,P00606,2026-02-27,2,Quality Issue,Rejected
RET0000378,ORD0098001,P00477,2026-05-08,1,Wrong Product,Processed
RET0000379,ORD0066169,P01040,2024-07-10,1,Incorrect Size,Processed
RET0000380,ORD0109162,P00894,2026-06-23,1,Damaged,Approved
RET0000381,ORD0093041,P00389,2024-10-06,1,Late Delivery,Processed
RET0000382,ORD0029814,P00783,2025-09-25,1,Customer Changed Mind,Processed
RET0000383,ORD0109020,P00716,2026-01-24,2,Wrong Product,Approved
RET0000384,ORD0071936,P00121,2026-02-11,1,Customer Changed Mind,Rejected
RET0000385,ORD0073427,P00096,2024-12-17,1,Incorrect Size,Processed
RET0000386,ORD0091892,P01093,2024-12-16,2,Incorrect Size,Pending
RET0000387,ORD0077647,P00863,2026-07-09,1,Customer Changed Mind,Pending
RET0000388,ORD0052819,P00182,2026-01-07,2,Damaged,Approved
RET0000389,ORD0018398,P01672,2025-03-07,1,Quality Issue,Approved
RET0000390,ORD0005936,P01840,2025-06-05,1,Quality Issue,Processed
RET0000391,ORD0002334,P01376,2024-06-03,2,Wrong Product,Processed
RET0000392,ORD0031855,P01814,2024-01-18,1,Quality Issue,Processed
RET0000393,ORD0020777,P00293,2025-06-25,1,Late Delivery,Approved
RET0000394,ORD0059094,P01023,2025-03-19,1,Quality Issue,Processed
RET0000395,ORD0036463,P01533,2024-05-13,1,Customer Changed Mind,Pending
RET0000396,ORD0009009,P01323,2025-10-23,1,Customer Changed Mind,Pending
RET0000397,ORD0024120,P00536,2026-01-27,3,Wrong Product,Approved
RET0000398,ORD0031865,P01720,2024-04-04,1,Quality Issue,Pending
RET0000399,ORD0001801,P01688,2025-08-20,1,Damaged,Approved
RET0000400,ORD0015412,P00696,2025-11-28,1,Quality Issue,Processed
RET0000401,ORD0031904,P01723,2025-04-08,1,Quality Issue,Approved
RET0000402,ORD0001774,P00371,2026-04-11,1,Quality Issue,Processed
RET0000403,ORD0048439,P00225,2026-01-11,1,Damaged,Approved
RET0000404,ORD0075171,P01275,2024-07-05,1,Wrong Product,Approved
RET0000405,ORD0090738,P01023,2024-06-21,2,Customer Changed Mind,Approved
RET0000406,ORD0057367,P01027,2025-05-01,1,Quality Issue,Pending
RET0000407,ORD0075652,P01344,2024-09-30,1,Incorrect Size,Processed
RET0000408,ORD0063450,P01882,2025-08-31,2,Customer Changed Mind,Processed
RET0000409,ORD0076132,P00596,2025-02-15,2,Incorrect Size,Processed
RET0000410,ORD0013978,P01466,2026-05-29,1,Damaged,Approved
RET0000411,ORD0065543,P00615,2025-02-24,1,Customer Changed Mind,Approved
RET0000412,ORD0011776,P01643,2024-02-25,1,Damaged,Approved
RET0000413,ORD0017945,P00974,2025-11-01,1,Quality Issue,Approved
RET0000414,ORD0096363,P01550,2024-11-22,1,Damaged,Pending
RET0000415,ORD0002697,P00437,2026-01-02,1,Wrong Product,Approved
RET0000416,ORD0001088,P00747,2025-12-09,1,Quality Issue,Processed
RET0000417,ORD0037903,P00623,2025-04-03,2,Late Delivery,Processed
RET0000418,ORD0079977,P00790,2024-05-22,2,Damaged,Rejected
RET0000419,ORD0025865,P01833,2024-12-24,1,Damaged,Approved
RET0000420,ORD0001559,P00587,2025-09-01,1,Late Delivery,Pending
RET0000421,ORD0081379,P00962,2026-04-13,2,Customer Changed Mind,Processed
RET0000422,ORD0072381,P01445,2025-02-20,1,Wrong Product,Processed
RET0000423,ORD0060884,P00600,2026-05-19,3,Quality Issue,Processed
RET0000424,ORD0107941,P01485,2026-05-26,1,Wrong Product,Approved
RET0000425,ORD0014994,P00594,2024-11-24,1,Quality Issue,Processed
RET0000426,ORD0061531,P00726,2025-12-14,1,Customer Changed Mind,Processed
RET0000427,ORD0111932,P00493,2026-05-02,1,Wrong Product,Processed
RET0000428,ORD0022711,P00123,2025-09-06,1,Damaged,Rejected
RET0000429,ORD0108114,P01586,2026-06-08,1,Wrong Product,Processed
RET0000430,ORD0080184,P01738,2026-01-06,1,Damaged,Approved
RET0000431,ORD0061202,P01289,2026-01-05,1,Customer Changed Mind,Approved
RET0000432,ORD0041542,P00704,2025-11-27,2,Incorrect Size,Rejected
RET0000433,ORD0026407,P00428,2025-04-04,1,Incorrect Size,Processed
RET0000434,ORD0048807,P00709,2026-02-13,1,Customer Changed Mind,Rejected
RET0000435,ORD0108741,P00526,2025-06-02,1,Late Delivery,Approved
RET0000436,ORD0032644,P01864,2024-06-13,1,Late Delivery,Processed
RET0000437,ORD0097503,P00645,2025-04-27,2,Quality Issue,Rejected
RET0000438,ORD0057354,P00394,2026-01-14,1,Wrong Product,Processed
RET0000439,ORD0009972,P00439,2024-05-12,1,Wrong Product,Approved
RET0000440,ORD0077009,P01248,2025-11-18,1,Customer Changed Mind,Approved
RET0000441,ORD0112122,P01939,2024-07-11,2,Damaged,Rejected
RET0000442,ORD0012263,P00445,2025-03-23,1,Customer Changed Mind,Processed
RET0000443,ORD0088384,P00707,2024-05-13,1,Incorrect Size,Approved
RET0000444,ORD0094348,P01545,2025-11-07,1,Incorrect Size,Processed
RET0000445,ORD0009186,P01628,2026-06-24,2,Damaged,Approved
RET0000446,ORD0072152,P00191,2026-02-14,1,Customer Changed Mind,Approved
RET0000447,ORD0117106,P01888,2024-11-10,1,Customer Changed Mind,Approved
RET0000448,ORD0058304,P00457,2026-04-16,2,Customer Changed Mind,Approved
RET0000449,ORD0057347,P01116,2026-06-22,1,Late Delivery,Rejected
RET0000450,ORD0041423,P01896,2025-12-13,1,Damaged,Approved
RET0000451,ORD0092389,P00266,2025-11-01,1,Incorrect Size,Processed
RET0000452,ORD0054739,P01053,2026-05-16,1,Incorrect Size,Approved
RET0000453,ORD0095371,P00860,2026-07-17,1,Quality Issue,Approved
RET0000454,ORD0077113,P00158,2026-04-30,1,Quality Issue,Approved
RET0000455,ORD0079333,P00337,2026-06-01,1,Late Delivery,Approved
RET0000456,ORD0046715,P01526,2025-12-31,2,Customer Changed Mind,Processed
RET0000457,ORD0112065,P00065,2026-01-06,1,Damaged,Pending
RET0000458,ORD0043153,P01737,2025-11-07,1,Quality Issue,Processed
RET0000459,ORD0109553,P01992,2024-10-14,1,Damaged,Processed
RET0000460,ORD0076439,P00351,2025-03-26,2,Quality Issue,Rejected
RET0000461,ORD0073568,P01223,2024-03-20,1,Customer Changed Mind,Processed
RET0000462,ORD0034170,P00774,2025-07-27,1,Customer Changed Mind,Processed
RET0000463,ORD0077175,P00033,2025-09-28,3,Customer Changed Mind,Processed
RET0000464,ORD0025956,P00968,2026-07-29,3,Incorrect Size,Approved
RET0000465,ORD0039302,P01425,2026-04-01,2,Wrong Product,Approved
RET0000466,ORD0025980,P01859,2026-04-06,1,Damaged,Processed
RET0000467,ORD0059787,P00216,2026-05-27,1,Damaged,Processed
RET0000468,ORD0118770,P01754,2026-05-15,1,Quality Issue,Approved
RET0000469,ORD0092117,P01180,2025-09-12,1,Incorrect Size,Pending
RET0000470,ORD0119034,P00600,2025-03-20,3,Wrong Product,Approved
RET0000471,ORD0006893,P00040,2024-04-10,1,Incorrect Size,Processed
RET0000472,ORD0093661,P01121,2026-04-14,1,Wrong Product,Pending
RET0000473,ORD0029043,P01693,2025-08-13,1,Quality Issue,Approved
RET0000474,ORD0036628,P00919,2025-07-19,3,Damaged,Pending
RET0000475,ORD0118772,P01210,2026-01-14,1,Customer Changed Mind,Processed
RET0000476,ORD0047095,P01524,2026-04-07,1,Quality Issue,Processed
RET0000477,ORD0038148,P00424,2026-01-18,1,Late Delivery,Pending
RET0000478,ORD0055641,P01569,2026-01-24,1,Wrong Product,Processed
RET0000479,ORD0115184,P00140,2025-05-31,2,Quality Issue,Processed
RET0000480,ORD0118763,P01339,2025-11-21,2,Incorrect Size,Processed
RET0000481,ORD0019305,P01063,2026-07-02,1,Customer Changed Mind,Approved
RET0000482,ORD0027598,P00453,2023-01-01,1,Quality Issue,Approved
RET0000483,ORD0108137,P01039,2026-05-29,1,Quality Issue,Approved
RET0000484,ORD0001472,P00945,2024-07-20,3,Wrong Product,Approved
RET0000485,ORD0032462,P00355,2026-01-24,1,Incorrect Size,Processed
RET0000486,ORD0032942,P00789,2026-04-06,3,Wrong Product,Pending
RET0000487,ORD0030522,P01249,2026-01-31,1,Quality Issue,Pending
RET0000488,ORD0056170,P00343,2026-02-10,1,Damaged,Approved
RET0000489,ORD0040078,P00419,2025-04-17,1,Wrong Product,Processed
RET0000490,ORD0043452,P01535,2026-08-02,1,Late Delivery,Processed
RET0000491,ORD0054243,P00431,2024-01-25,1,Late Delivery,Approved
RET0000492,ORD0073630,P01227,2026-03-03,1,Incorrect Size,Processed
RET0000493,ORD0087587,P00346,2026-06-21,1,Incorrect Size,Approved
RET0000494,ORD0018481,P00615,2025-09-10,1,Damaged,Pending
RET0000495,ORD0052598,P01470,2026-05-11,3,Wrong Product,Approved
RET0000496,ORD0088329,P01334,2026-02-01,1,Customer Changed Mind,Rejected
RET0000497,ORD0059674,P01322,2025-07-23,1,Customer Changed Mind,Rejected
RET0000498,ORD0086791,P01477,2025-03-24,1,Customer Changed Mind,Processed
RET0000499,ORD0009959,P00846,2025-03-07,1,Incorrect Size,Approved
RET0000500,ORD0100053,P01439,2025-12-18,1,Quality Issue,Approved
RET0000501,ORD0023366,P00798,2026-02-02,3,Damaged,Pending
RET0000502,ORD0067622,P00702,2025-04-01,1,Customer Changed Mind,Approved
RET0000503,ORD0119153,P01960,2026-01-21,1,Quality Issue,Approved
RET0000504,ORD0088977,P00119,2025-07-08,1,Customer Changed Mind,Pending
RET0000505,ORD0102145,P01726,2025-07-02,2,Damaged,Processed
RET0000506,ORD0100396,P00104,2026-06-06,1,Customer Changed Mind,Processed
RET0000507,ORD0029210,P01232,2025-09-16,1,Customer Changed Mind,Approved
RET0000508,ORD0023751,P01109,2026-06-12,21,Wrong Product,Processed
RET0000509,ORD0083606,P00817,2025-11-29,1,Quality Issue,Rejected
RET0000510,ORD0013137,P00503,2024-04-25,1,Customer Changed Mind,Approved
RET0000511,ORD0010580,P01666,2024-04-17,1,Quality Issue,Approved
RET0000512,ORD0001682,P00478,2026-02-09,1,Late Delivery,Approved
RET0000513,ORD0059590,P01043,2026-07-01,2,Incorrect Size,Processed
RET0000514,ORD0093846,P01138,2026-04-08,2,Damaged,Approved
RET0000515,ORD0099895,P01488,2024-05-07,1,Damaged,Rejected
RET0000516,ORD0118979,P00326,2026-05-26,1,Customer Changed Mind,Approved
RET0000517,ORD0022021,P01209,2024-03-03,1,Customer Changed Mind,Approved
RET0000518,ORD0054056,P01787,2025-10-23,1,Wrong Product,Pending
RET0000519,ORD0024668,P00064,2025-03-25,1,Quality Issue,Pending
RET0000520,ORD0075271,P01940,2026-01-11,1,Wrong Product,Processed
RET0000521,ORD0051477,P00061,2024-06-22,1,Damaged,Pending
RET0000522,ORD0092610,P01720,2025-02-19,1,Customer Changed Mind,Approved
RET0000523,ORD0092820,P00569,2026-06-02,2,Quality Issue,Approved
RET0000524,ORD0111829,P00982,2026-01-04,2,Incorrect Size,Approved
RET0000525,ORD0084508,P01538,2026-06-04,3,Quality Issue,Approved
RET0000526,ORD0055462,P00675,2025-12-06,1,Late Delivery,Processed
RET0000527,ORD0029754,P00310,2026-02-05,1,Quality Issue,Rejected
RET0000528,ORD0025711,P00533,2026-06-18,1,Quality Issue,Approved
RET0000529,ORD0113660,P01829,2025-02-19,1,Wrong Product,Approved
RET0000530,ORD0085089,P01967,2026-07-16,1,Late Delivery,Pending
RET0000531,ORD0019549,P01508,2025-07-17,3,Quality Issue,Processed
RET0000532,ORD0105324,P00720,2026-01-07,1,Customer Changed Mind,Approved
RET0000533,ORD0067529,P01886,2025-02-12,1,Quality Issue,Approved
RET0000534,ORD0076938,P00158,2025-12-21,2,Customer Changed Mind,Approved
RET0000535,ORD0066864,P00816,2026-07-28,1,Late Delivery,Approved
RET0000536,ORD0052276,P00427,2025-04-12,1,Damaged,Approved
RET0000537,ORD0105696,P00964,2025-06-06,1,Quality Issue,Processed
RET0000538,ORD0024743,P01796,2026-01-02,1,Incorrect Size,Approved
RET0000539,ORD0109162,P00214,2026-06-21,1,Damaged,Processed
RET0000540,ORD0063495,P01793,2025-11-21,1,Customer Changed Mind,Approved
RET0000541,ORD0088282,P01016,2024-02-13,2,Damaged,Approved
RET0000542,ORD0011814,P01596,2026-08-07,2,Damaged,Approved
RET0000543,ORD0082731,P00975,2025-11-25,1,Incorrect Size,Rejected
RET0000544,ORD0065714,P00170,2025-09-05,2,Customer Changed Mind,Processed
RET0000545,ORD0029076,P01976,2025-08-07,1,Customer Changed Mind,Approved
RET0000546,ORD0070973,P00376,2026-01-11,1,Wrong Product,Processed
RET0000547,ORD0112177,P01451,2026-06-01,1,Incorrect Size,Processed
RET0000548,ORD0099739,P01578,2025-12-23,2,Wrong Product,Processed
RET0000549,ORD0093240,P00827,2026-05-01,1,Quality Issue,Processed
RET0000550,ORD0090801,P00105,2025-06-29,1,Wrong Product,Pending
RET0000551,ORD0095646,P01041,2026-03-05,1,Damaged,Approved
RET0000552,ORD0084223,P00284,2024-03-11,1,Quality Issue,Processed
RET0000553,ORD0050336,P01485,2026-02-27,1,Damaged,Processed
RET0000554,ORD0017384,P01343,2026-01-31,1,Quality Issue,Processed
RET0000555,ORD0099294,P00149,2024-03-12,3,Wrong Product,Approved
RET0000556,ORD0117102,P01523,2025-11-26,2,Quality Issue,Processed
RET0000557,ORD0060086,P00879,2024-11-26,1,Quality Issue,Approved
RET0000558,ORD0119322,P01238,2025-11-07,1,Quality Issue,Processed
RET0000559,ORD0074483,P01432,2026-06-12,1,Damaged,Processed
RET0000560,ORD0019363,P00162,2025-08-20,1,Quality Issue,Approved
RET0000561,ORD0055489,P00685,2024-12-06,1,Incorrect Size,Pending
RET0000562,ORD0068653,P00423,2024-10-30,3,Wrong Product,Processed
RET0000563,ORD0108987,P00807,2026-06-26,1,Wrong Product,Processed
RET0000564,ORD0094528,P00949,2024-02-25,3,Quality Issue,Pending
RET0000565,ORD0093534,P00032,2026-07-11,1,Damaged,Rejected
RET0000566,ORD0047910,P00826,2025-04-07,1,Quality Issue,Approved
RET0000567,ORD0085152,P00865,2025-09-26,2,Quality Issue,Processed
RET0000568,ORD0044463,P01689,2025-09-24,1,Damaged,Processed
RET0000569,ORD0097104,P01908,2024-05-28,1,Late Delivery,Processed
RET0000570,ORD0104651,P01663,2025-12-06,2,Late Delivery,Pending
RET0000571,ORD0099449,P00359,2026-04-12,2,Customer Changed Mind,Processed
RET0000572,ORD0103564,P00420,2026-04-10,1,Incorrect Size,Approved
RET0000573,ORD0087989,P01718,2026-04-04,1,Damaged,Approved
RET0000574,ORD0067416,P01961,2026-04-25,1,Customer Changed Mind,Processed
RET0000575,ORD0115708,P00886,2024-04-20,1,Incorrect Size,Approved
RET0000576,ORD0111697,P00167,2025-10-14,1,Wrong Product,Approved
RET0000577,ORD0088464,P01248,2026-04-25,1,Quality Issue,Approved
RET0000578,ORD0021429,P00006,2026-07-02,1,Damaged,Processed
RET0000579,ORD0101148,P00964,2025-05-10,1,Customer Changed Mind,Approved
RET0000580,ORD0083538,P00204,2024-10-12,1,Damaged,Approved
RET0000581,ORD0085627,P00243,2024-12-17,1,Quality Issue,Approved
RET0000582,ORD0102785,P00811,2025-05-07,1,Quality Issue,Approved
RET0000583,ORD0051247,P00500,2026-03-16,1,Incorrect Size,Approved
RET0000584,ORD0118714,P01297,2024-11-20,1,Incorrect Size,Approved
RET0000585,ORD0078144,P00423,2026-04-19,2,Quality Issue,Processed
RET0000586,ORD0028127,P00244,2025-12-04,1,Quality Issue,Approved
RET0000587,ORD0038674,P00286,2026-06-19,2,Late Delivery,Approved
RET0000588,ORD0077061,P00171,2026-07-13,1,Incorrect Size,Processed
RET0000589,ORD0017909,P01814,2025-11-26,1,Quality Issue,Approved
RET0000590,ORD0009483,P00025,2026-07-30,1,Incorrect Size,Approved
RET0000591,ORD0007167,P00351,2025-11-13,2,Wrong Product,Approved
RET0000592,ORD0062821,P01063,2026-01-07,1,Customer Changed Mind,Approved
RET0000593,ORD0079794,P00339,2026-05-06,1,Quality Issue,Processed
RET0000594,ORD0115105,P01588,2026-06-15,1,Wrong Product,Pending
RET0000595,ORD0066936,P01809,2026-04-28,2,Wrong Product,Approved
RET0000596,ORD0049222,P01113,2024-11-23,3,Incorrect Size,Processed
RET0000597,ORD0028500,P00218,2025-08-07,1,Customer Changed Mind,Pending
RET0000598,ORD0010295,P01898,2024-03-13,1,Wrong Product,Processed
RET0000599,ORD0102960,P01927,2026-04-09,3,Customer Changed Mind,Processed
RET0000600,ORD0086958,P01968,2026-04-19,1,Customer Changed Mind,Processed
RET0000601,ORD0050179,P00758,2026-05-03,2,Quality Issue,Processed
RET0000602,ORD0004507,P00686,2025-01-09,1,Incorrect Size,Pending
RET0000603,ORD0002881,P01636,2024-07-10,1,Incorrect Size,Approved
RET0000604,ORD0056476,P01499,2026-02-06,2,Quality Issue,Rejected
RET0000605,ORD0005587,P00943,2025-07-23,3,Quality Issue,Processed
RET0000606,ORD0069165,P00569,2026-05-15,1,Customer Changed Mind,Processed
RET0000607,ORD0034985,P00986,2026-04-07,1,Incorrect Size,Approved
RET0000608,ORD0033086,P01009,2026-02-14,1,Wrong Product,Approved
RET0000609,ORD0049453,P01629,2026-06-30,1,Damaged,Approved
RET0000610,ORD0115550,P01211,2025-04-15,1,Incorrect Size,Pending
RET0000611,ORD0087708,P00457,2025-04-14,3,Incorrect Size,Processed
RET0000612,ORD0027739,P01488,2026-04-21,2,Customer Changed Mind,Rejected
RET0000613,ORD0119168,P00535,2025-11-02,1,Quality Issue,Approved
RET0000614,ORD0091917,P00393,2025-11-17,1,Customer Changed Mind,Approved
RET0000615,ORD0010817,P01191,2025-11-13,1,Customer Changed Mind,Approved
RET0000616,ORD0072800,P00887,2024-02-28,1,Wrong Product,Approved
RET0000617,ORD0070073,P00430,2026-07-08,3,Damaged,Processed
RET0000618,ORD0027696,P00268,2026-05-06,2,Late Delivery,Pending
RET0000619,ORD0004548,P00364,2024-10-11,1,Customer Changed Mind,Rejected
RET0000620,ORD0079963,P01130,2025-12-10,3,Late Delivery,Processed
RET0000621,ORD0044485,P00931,2025-05-20,1,Wrong Product,Approved
RET0000622,ORD0040872,P00528,2026-02-19,2,Incorrect Size,Processed
RET0000623,ORD0071805,P00130,2025-05-03,1,Quality Issue,Processed
RET0000624,ORD0070752,P00711,2026-05-04,2,Incorrect Size,Processed
RET0000625,ORD0111064,P01886,2024-06-30,1,Damaged,Processed
RET0000626,ORD0043185,P01366,2024-04-29,3,Quality Issue,Approved
RET0000627,ORD0040600,P00622,2026-06-03,2,Incorrect Size,Approved
RET0000628,ORD0069404,P00525,2026-01-30,3,Customer Changed Mind,Pending
RET0000629,ORD0011067,P01754,2026-04-14,1,Wrong Product,Processed
RET0000630,ORD0088792,P01815,2025-09-17,1,Wrong Product,Pending
RET0000631,ORD0021510,P00918,2026-04-06,1,Wrong Product,Approved
RET0000632,ORD0010632,P01706,2024-11-04,1,Customer Changed Mind,Processed
RET0000633,ORD0056885,P00812,2026-06-18,1,Customer Changed Mind,Approved
RET0000634,ORD0084874,P01131,2025-12-10,1,Wrong Product,Rejected
RET0000635,ORD0049691,P00053,2026-03-24,2,Quality Issue,Approved
RET0000636,ORD0115539,P01679,2026-01-19,1,Damaged,Processed
RET0000637,ORD0019987,P01275,2025-12-06,1,Customer Changed Mind,Approved
RET0000638,ORD0000167,P01600,2026-02-01,1,Quality Issue,Approved
RET0000639,ORD0086075,P01712,2026-01-11,1,Wrong Product,Approved
RET0000640,ORD0007273,P01877,2024-02-29,1,Wrong Product,Processed
RET0000641,ORD0006302,P01535,2025-04-23,2,Wrong Product,Rejected
RET0000642,ORD0102292,P01619,2025-02-01,2,Damaged,Pending
RET0000643,ORD0032486,P01070,2025-10-10,1,Customer Changed Mind,Processed
RET0000644,ORD0034806,P00080,2026-05-12,2,Damaged,Processed
RET0000645,ORD0066675,P01640,2025-02-01,1,Wrong Product,Processed
RET0000646,ORD0107884,P00043,2026-01-14,1,Incorrect Size,Approved
RET0000647,ORD0037625,P00455,2024-04-04,3,Incorrect Size,Processed
RET0000648,ORD0043542,P00586,2025-11-21,1,Wrong Product,Processed
RET0000649,ORD0102411,P00380,2025-12-13,1,Customer Changed Mind,Processed
RET0000650,ORD0091489,P01800,2025-08-24,1,Customer Changed Mind,Approved
RET0000651,ORD0092247,P01598,2026-06-01,1,Incorrect Size,Approved
RET0000652,ORD0107804,P01002,2025-10-25,1,Quality Issue,Approved
RET0000653,ORD0118365,P00762,2026-03-09,1,Damaged,Pending
RET0000654,ORD0004309,P00522,2026-05-28,1,Damaged,Processed
RET0000655,ORD0034616,P00954,2026-07-19,1,Customer Changed Mind,Processed
RET0000656,ORD0086241,P01881,2026-03-30,1,Incorrect Size,Processed
RET0000657,ORD0071323,P00529,2026-07-10,1,Incorrect Size,Processed
RET0000658,ORD0098652,P00188,2025-03-15,1,Damaged,Approved
RET0000659,ORD0041978,P01219,2026-04-26,1,Late Delivery,Approved
RET0000660,ORD0102960,P01455,2026-04-14,1,Damaged,Processed
RET0000661,ORD0067169,P01266,2025-02-22,1,Quality Issue,Approved
RET0000662,ORD0012612,P00141,2024-07-29,1,Incorrect Size,Approved
RET0000663,ORD0044328,P00879,2026-06-10,3,Customer Changed Mind,Approved
RET0000664,ORD0113122,P01072,2024-09-20,2,Damaged,Approved
RET0000665,ORD0015086,P00874,2026-01-25,1,Late Delivery,Pending
RET0000666,ORD0039014,P00243,2024-03-05,2,Customer Changed Mind,Rejected
RET0000667,ORD0024684,P01756,2025-11-13,1,Quality Issue,Pending
RET0000668,ORD0039645,P00790,2024-05-08,1,Customer Changed Mind,Pending
RET0000669,ORD0049015,P00089,2026-04-05,1,Incorrect Size,Approved
RET0000670,ORD0029210,P01824,2025-08-10,1,Wrong Product,Approved
RET0000671,ORD0028079,P00308,2026-01-28,1,Damaged,Processed
RET0000672,ORD0045731,P01048,2024-01-30,1,Customer Changed Mind,Approved
RET0000673,ORD0079259,P00102,2026-07-06,1,Damaged,Pending
RET0000674,ORD0028741,P00050,2025-05-27,1,Wrong Product,Approved
RET0000675,ORD0103768,P01620,2025-11-08,1,Quality Issue,Processed
RET0000676,ORD0055713,P01816,2024-05-11,1,Damaged,Processed
RET0000677,ORD0105917,P00629,2026-02-23,1,Damaged,Pending
RET0000678,ORD0106605,P01855,2026-06-07,1,Damaged,Processed
RET0000679,ORD0024862,P01806,2024-09-27,1,Damaged,Processed
RET0000680,ORD0025797,P01419,2024-12-24,1,Incorrect Size,Approved
RET0000681,ORD0006763,P00634,2026-05-09,1,Incorrect Size,Processed
RET0000682,ORD0062533,P01759,2025-08-03,1,Damaged,Processed
RET0000683,ORD0102554,P01864,2026-04-25,2,Quality Issue,Processed
